identifier,matching_objects,image_thumb,image_small,object-type,title,"creator (Lastname, Firstname; Lastname, Firstname)","recipient (Lastname, Firstname; Lastname, Firstname)",date (yyyy-mm-dd or yyyy-mm or yyyy),"date is approximate? (yes, or blank)",description (1-3 sentences),"subject (subject1; subject2)
in most cases, aim for 3 or more subjects, but less is okay
controlled vocab lookup: https://www.getty.edu/research/tools/vocabularies/aat/","associated names (Lastname, Firstname; Lastname, Firstname)","location 1 (City, State)","latitude / longitude 1 (lat, long)
go to https://www.google.com/maps/, right click on the location, click on the lat/long that appear at the top of the drop down (this will copy the lat/long to your clipboard). right click in the cell you wish to add the data, select ""paste special"" > ""values only.""","location 2 (City, State)","latitude / longitude 2 (lat, long)
go to https://www.google.com/maps/, right click on the location, click on the lat/long that appear at the top of the drop down (this will copy the lat/long to your clipboard). right click in the cell you wish to add the data, select ""paste special"" > ""values only.""","doc length x width l""xw""",cabinet,drawer,box,bag,"type (biface, projectile point, etc.)",material,material source,length (mm),width (mm),thickness (mm),weight (g),count,source,"original format (i.e. letter, newspaper clipping, artifact, etc.)",type,"language
code lookup: http://www.loc.gov/standards/iso639-2/php/code_list.php",rights (before 1926 = no copyright; after 1926 or not sure = in copyright),student initials,"publish? (no, or blank)","GGOI? (yes, or blank"
CE_B19_F2-Item40,CE_B19_F2-Item40.pdf,thumbs/ce_b19_f2-item40_th.jpg,small/ce_b19_f2-item40_sm.jpg,pdf,Magic Valley Memorial Hospital Account Statement,N/A,N/A,1978-09-09,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item41,CE_B19_F2-Item41.pdf,thumbs/ce_b19_f2-item41_th.jpg,small/ce_b19_f2-item41_sm.jpg,pdf,Record of Part B Medicare Benefits Used,N/A,N/A,1978-08-30,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item42,CE_B19_F2-Item42.pdf,thumbs/ce_b19_f2-item42_th.jpg,small/ce_b19_f2-item42_sm.jpg,pdf,Magic Valley Memorial Hospital Account Statement,N/A,N/A,1978-08-10,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item43,CE_B19_F2-Item43.pdf,thumbs/ce_b19_f2-item43_th.jpg,small/ce_b19_f2-item43_sm.jpg,pdf,Magic Valley Memorial Hospital Account Statement,N/A,N/A,1978-09-09,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item44,CE_B19_F2-Item44.pdf,thumbs/ce_b19_f2-item44_th.jpg,small/ce_b19_f2-item44_sm.jpg,pdf,Record of Part B Medicare Benefits Used,N/A,N/A,1978-08-30,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item45,CE_B19_F2-Item45.pdf,thumbs/ce_b19_f2-item45_th.jpg,small/ce_b19_f2-item45_sm.jpg,pdf,Magic Valley Memorial Hospital Account Statement,N/A,N/A,1978-08-05,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item46,CE_B19_F2-Item46.pdf,thumbs/ce_b19_f2-item46_th.jpg,small/ce_b19_f2-item46_sm.jpg,pdf,Explanation of Benefits,N/A,N/A,1978-08-29,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item47,CE_B19_F2-Item47.pdf,thumbs/ce_b19_f2-item47_th.jpg,small/ce_b19_f2-item47_sm.jpg,pdf,Explanation of Benefits,N/A,N/A,1978-08-24,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item48,CE_B19_F2-Item48.pdf,thumbs/ce_b19_f2-item48_th.jpg,small/ce_b19_f2-item48_sm.jpg,pdf,Notes,N/A,N/A,1978-08-17,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Notes - medical,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item49,CE_B19_F2-Item49.pdf,thumbs/ce_b19_f2-item49_th.jpg,small/ce_b19_f2-item49_sm.jpg,pdf,Payment record,N/A,N/A,1978-07-17,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Payment record,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item5,CE_B19_F2-Item5.pdf,thumbs/ce_b19_f2-item5_th.jpg,small/ce_b19_f2-item5_sm.jpg,pdf,Magic Valley Memorial Hospital Account Statement,N/A,N/A,1978-10-14,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item50,CE_B19_F2-Item50.pdf,thumbs/ce_b19_f2-item50_th.jpg,small/ce_b19_f2-item50_sm.jpg,pdf,Payment record,N/A,N/A,1978-07-17,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Payment record,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item51,CE_B19_F2-Item51.pdf,thumbs/ce_b19_f2-item51_th.jpg,small/ce_b19_f2-item51_sm.jpg,pdf,Explanation of Medicare Benefits,N/A,N/A,1978-07-27,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item52,CE_B19_F2-Item52.pdf,thumbs/ce_b19_f2-item52_th.jpg,small/ce_b19_f2-item52_sm.jpg,pdf,Health Insurance Claim Form,N/A,N/A,1978-07-07,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Form,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item53,CE_B19_F2-Item53.pdf,thumbs/ce_b19_f2-item53_th.jpg,small/ce_b19_f2-item53_sm.jpg,pdf,Explanation of Medicare Benefits,N/A,N/A,1978-06-21,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item54,CE_B19_F2-Item54.pdf,thumbs/ce_b19_f2-item54_th.jpg,small/ce_b19_f2-item54_sm.jpg,pdf,Request for Medicare Payment Form,N/A,N/A,1978-06-13,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Form,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item55,CE_B19_F2-Item55.pdf,thumbs/ce_b19_f2-item55_th.jpg,small/ce_b19_f2-item55_sm.jpg,pdf,Medical Center Laboratory,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical records,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item56,CE_B19_F2-Item56.pdf,thumbs/ce_b19_f2-item56_th.jpg,small/ce_b19_f2-item56_sm.jpg,pdf,Medical Center Laboratory,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical records,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item57,CE_B19_F2-Item57.pdf,thumbs/ce_b19_f2-item57_th.jpg,small/ce_b19_f2-item57_sm.jpg,pdf,Medical Bill,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical records,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item58,CE_B19_F2-Item58.pdf,thumbs/ce_b19_f2-item58_th.jpg,small/ce_b19_f2-item58_sm.jpg,pdf,Health Insurance Claim Form,N/A,N/A,1978-07-07,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Form,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item59,CE_B19_F2-Item59.pdf,thumbs/ce_b19_f2-item59_th.jpg,small/ce_b19_f2-item59_sm.jpg,pdf,Reserve Life Insurance Proof of Loss,N/A,N/A,1978-08-12,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Form,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item6,CE_B19_F2-Item6.pdf,thumbs/ce_b19_f2-item6_th.jpg,small/ce_b19_f2-item6_sm.jpg,pdf,Magic Valley Memorial Hospital Account Statement,N/A,N/A,1978-10-14,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item60,CE_B19_F2-Item60.pdf,thumbs/ce_b19_f2-item60_th.jpg,small/ce_b19_f2-item60_sm.jpg,pdf,Magic Valley Memorial Hospital Account Statement,N/A,N/A,1978-09-03,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item61,CE_B19_F2-Item61.pdf,thumbs/ce_b19_f2-item61_th.jpg,small/ce_b19_f2-item61_sm.jpg,pdf,Magic Valley Memorial Hospital Account Statement,N/A,N/A,1978-08-01,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item62,CE_B19_F2-Item62.pdf,thumbs/ce_b19_f2-item62_th.jpg,small/ce_b19_f2-item62_sm.jpg,pdf,Letter from Ethor Fil to Donald Crabtree,"Fil, Ethor","Crabtree, Donald ""Don"" E.",N/A,N/A,Typewritten letter from Ethor Fil to Donald Crabtree on behalf of the Magic Valley Memorial Hospital Fiscal Services regarding insurance billing.,Typewritten; medical,,"Twin Falls, Idaho","42.55628840151748, -114.47099015234662",N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Typewritten correspondence,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item63,CE_B19_F2-Item63.pdf,thumbs/ce_b19_f2-item63_th.jpg,small/ce_b19_f2-item63_sm.jpg,pdf,Medical Center Laboratory,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical records,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item64,CE_B19_F2-Item64.pdf,thumbs/ce_b19_f2-item64_th.jpg,small/ce_b19_f2-item64_sm.jpg,pdf,Explanation of Medicare Benefits,N/A,N/A,1978-07-27,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item65,CE_B19_F2-Item65.pdf,thumbs/ce_b19_f2-item65_th.jpg,small/ce_b19_f2-item65_sm.jpg,pdf,John M. McKain Statement,N/A,N/A,1978-08-09,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item66,CE_B19_F2-Item66.pdf,thumbs/ce_b19_f2-item66_th.jpg,small/ce_b19_f2-item66_sm.jpg,pdf,Bruce A. Buck Statement,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item67,CE_B19_F2-Item67.pdf,thumbs/ce_b19_f2-item67_th.jpg,small/ce_b19_f2-item67_sm.jpg,pdf,Payment record,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item68,CE_B19_F2-Item68.pdf,thumbs/ce_b19_f2-item68_th.jpg,small/ce_b19_f2-item68_sm.jpg,pdf,Medical records,Buck,N/A,1978-07-07,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical records,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item69,CE_B19_F2-Item69.pdf,thumbs/ce_b19_f2-item69_th.jpg,small/ce_b19_f2-item69_sm.jpg,pdf,Medical records,Buck,N/A,1978-07-12,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical records,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item7,CE_B19_F2-Item7.pdf,thumbs/ce_b19_f2-item7_th.jpg,small/ce_b19_f2-item7_sm.jpg,pdf,Magic Valley Radiology Associates Account Statement,N/A,N/A,1978-09-05,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item70,CE_B19_F2-Item70.pdf,thumbs/ce_b19_f2-item70_th.jpg,small/ce_b19_f2-item70_sm.jpg,pdf,Explanation of Benefits,N/A,N/A,1978-06-26,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item71,CE_B19_F2-Item71.pdf,thumbs/ce_b19_f2-item71_th.jpg,small/ce_b19_f2-item71_sm.jpg,pdf,Letter from Donald Crabtree to Aetna Life and Casualty,"Crabtree, Donald ""Don"" E.",Aetna Life and Casualty,1978-06-12,,Typewritten letter from Donald Crabtree to Aetna Life and Casualty. He wrote out an itemized list of statements and medicare EOBs.,Typewritten; medical,,"Kimberly, Idaho","42.5335805982885, -114.36483156147125","Salt Lake City, Utah","40.76196247026785, -111.87380163131897",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Typewritten correspondence,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item72,CE_B19_F2-Item72.pdf,thumbs/ce_b19_f2-item72_th.jpg,small/ce_b19_f2-item72_sm.jpg,pdf,Record of Part B Medicare Benefits Used,N/A,N/A,1978-04-26,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item73,CE_B19_F2-Item73.pdf,thumbs/ce_b19_f2-item73_th.jpg,small/ce_b19_f2-item73_sm.jpg,pdf,Magic Valley Memorial Hospital Account Statement,N/A,N/A,1978-02-14,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item74,CE_B19_F2-Item74.pdf,thumbs/ce_b19_f2-item74_th.jpg,small/ce_b19_f2-item74_sm.jpg,pdf,Letter from Ethor Fil to Donald Crabtree,"Fil, Ethor","Crabtree, Donald ""Don"" E.",1978-05-02,,Typewritten letter from Ethor Fil to Donald Crabtree on behalf of the Magic Valley Memorial Hospital Fiscal Services regarding insurance billing.,Typewritten; medical,,"Twin Falls, Idaho","42.55628840151748, -114.47099015234662",N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Typewritten correspondence,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item75,CE_B19_F2-Item75.pdf,thumbs/ce_b19_f2-item75_th.jpg,small/ce_b19_f2-item75_sm.jpg,pdf,Notice of Claim,N/A,N/A,1978-06-12,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Notice,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item76,CE_B19_F2-Item76.pdf,thumbs/ce_b19_f2-item76_th.jpg,small/ce_b19_f2-item76_sm.jpg,pdf,Form,N/A,N/A,1978-06-12,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Form,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item77,CE_B19_F2-Item77.pdf,thumbs/ce_b19_f2-item77_th.jpg,small/ce_b19_f2-item77_sm.jpg,pdf,Receipt,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Receipt,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item78,CE_B19_F2-Item78.pdf,thumbs/ce_b19_f2-item78_th.jpg,small/ce_b19_f2-item78_sm.jpg,pdf,Payment record,N/A,N/A,1978-05-30,yes,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Payment record,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item79,CE_B19_F2-Item79.pdf,thumbs/ce_b19_f2-item79_th.jpg,small/ce_b19_f2-item79_sm.jpg,pdf,Explanation of Medicare Benefits,N/A,N/A,1978-05-10,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item8,CE_B19_F2-Item8.pdf,thumbs/ce_b19_f2-item8_th.jpg,small/ce_b19_f2-item8_sm.jpg,pdf,Explanation of Medicare Benefits,N/A,N/A,1978-09-15,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item80,CE_B19_F2-Item80.pdf,thumbs/ce_b19_f2-item80_th.jpg,small/ce_b19_f2-item80_sm.jpg,pdf,Explanation of Medicare Benefits,N/A,N/A,1978-04-17,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item81,CE_B19_F2-Item81.pdf,thumbs/ce_b19_f2-item81_th.jpg,small/ce_b19_f2-item81_sm.jpg,pdf,Medical Center Laboratory,N/A,N/A,1978-05-30,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Payment record,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item82,CE_B19_F2-Item82.pdf,thumbs/ce_b19_f2-item82_th.jpg,small/ce_b19_f2-item82_sm.jpg,pdf,Payment record,N/A,N/A,1978-05-23,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Payment record,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item83,CE_B19_F2-Item83.pdf,thumbs/ce_b19_f2-item83_th.jpg,small/ce_b19_f2-item83_sm.jpg,pdf,Payment record,N/A,N/A,1978-03-08,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Payment record,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item84,CE_B19_F2-Item84.pdf,thumbs/ce_b19_f2-item84_th.jpg,small/ce_b19_f2-item84_sm.jpg,pdf,Explanation of Medicare Benefits,N/A,N/A,1978-03-30,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item85,CE_B19_F2-Item85.pdf,thumbs/ce_b19_f2-item85_th.jpg,small/ce_b19_f2-item85_sm.jpg,pdf,Explanation of Medicare Benefits,N/A,N/A,1978-04-20,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item86,CE_B19_F2-Item86.pdf,thumbs/ce_b19_f2-item86_th.jpg,small/ce_b19_f2-item86_sm.jpg,pdf,Magic Valley Memorial Hospital Receipt,N/A,N/A,1978-07-31,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Receipt,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item87,CE_B19_F2-Item87.pdf,thumbs/ce_b19_f2-item87_th.jpg,small/ce_b19_f2-item87_sm.jpg,pdf,Explanation of Benefits,N/A,N/A,1978-07-17,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item88,CE_B19_F2-Item88.pdf,thumbs/ce_b19_f2-item88_th.jpg,small/ce_b19_f2-item88_sm.jpg,pdf,Notes,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Notes - medical,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item89,CE_B19_F2-Item89.pdf,thumbs/ce_b19_f2-item89_th.jpg,small/ce_b19_f2-item89_sm.jpg,pdf,Magic Valley Memorial Hospital Bill,N/A,N/A,1978-06-13,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical bill,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item9,CE_B19_F2-Item9.pdf,thumbs/ce_b19_f2-item9_th.jpg,small/ce_b19_f2-item9_sm.jpg,pdf,Request for Medicare Payment Form,N/A,N/A,1978-09-05,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Form,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item90,CE_B19_F2-Item90.pdf,thumbs/ce_b19_f2-item90_th.jpg,small/ce_b19_f2-item90_sm.jpg,pdf,Medicare Benefits Record,N/A,N/A,1978-02-23,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Benefits record,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item91,CE_B19_F2-Item91.pdf,thumbs/ce_b19_f2-item91_th.jpg,small/ce_b19_f2-item91_sm.jpg,pdf,Receipt,N/A,N/A,1978-04-11,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Receipt,Text,eng,No Copyright,JH,no,
